,Feature,Importance
0,Unnamed: 0,11.641160346118967
1,HomePlanet,14.668247645837459
2,CryoSleep,9.400829587070428
3,Destination,3.629641164821391
4,Age,9.915186703941178
5,VIP,0.2879230838062549
6,RoomService,8.63519845615346
7,FoodCourt,8.938588986223744
8,ShoppingMall,5.584705045388483
9,Spa,11.371855040482624
10,VRDeck,10.809129006725193
11,Side,5.117534933430821
